id,date,excercise_list,workout_fun_factor,duration,cal_burnt,mood,activeness
1668,2021-10-24,crunches plank russian_twist side_plank bird_dog burpee,3,76,,1,2
1669,2022-11-30,dumbbell_row farmers_walk battle_ropes push_press,2,72,,0,1
1670,2021-09-29,box_jumps wall_balls lateral_lunges bulgarian_split_squat kettlebell_swing squat leg_press lateral_lunges leg_extension leg_curl lunge squat_jump,1,102,,1,1
1671,2022-03-19,bicep_curl pull_up lat_pulldown dumbbell_row medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes,5,70,,1,2
1672,2021-03-15,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,5,44,,2,0
1673,2021-08-29,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips jumping_jacks bird_dog,3,104,,2,2
1674,2021-11-08,pilates battle_ropes push_press tricep_extension tricep_dips bench_press push_up,5,108,,2,1
1675,2022-06-26,pilates battle_ropes push_press tricep_extension tricep_dips bench_press push_up,2,115,,0,2
1676,2021-09-14,bicep_curl pull_up lat_pulldown dumbbell_row push_press,1,88,,0,0
1677,2021-12-18,bicep_curl pull_up lat_pulldown dumbbell_row push_press,3,118,,0,1
1678,2021-11-08,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,4,32,,1,2
1679,2021-07-14,bicep_curl pull_up lat_pulldown dumbbell_row push_press,1,97,,0,0
1680,2022-12-26,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,4,43,,1,0
1681,2022-10-03,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,1,105,,2,0
1682,2022-10-22,bicep_curl pull_up lat_pulldown dumbbell_row medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes,0,86,,1,1
1683,2022-02-13,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,2,69,,2,2
1684,2021-08-28,mountain_climbers box_jumps burpee cycling squat_jump running high_knees,4,75,,2,1
1685,2022-07-07,foam_rolling tai_chi medicine_ball_slam pilates bicep_curl,5,71,,2,1
1686,2021-10-05,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,3,69,,1,0
1687,2021-09-26,medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes yoga,1,83,,2,0
1688,2021-11-24,box_jumps wall_balls lateral_lunges bulgarian_split_squat       ,1,33,,0,1
1689,2021-08-29,shoulder_press bench_press push_up foam_rolling medicine_ball_slam,1,52,,0,1
1690,2021-12-15,mountain_climbers box_jumps burpee cycling squat_jump running high_knees,4,120,,2,2
1691,2021-05-01,swimming jump_rope elliptical jumping_jacks cycling squat_jump running high_knees,2,43,,2,1
1692,2022-01-30,pilates battle_ropes push_press tricep_extension tricep_dips bench_press push_up,2,66,,1,2
1693,2021-12-11,swimming jump_rope elliptical jumping_jacks cycling squat_jump running high_knees,2,111,,2,1
1694,2021-12-17,crunches plank russian_twist side_plank bird_dog burpee,0,38,,1,1
1695,2021-09-05,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,2,86,,1,2
1696,2022-08-29,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,3,117,,1,2
1697,2022-11-08,swimming jump_rope elliptical jumping_jacks cycling squat_jump running high_knees,0,67,,2,1
1698,2021-07-18,bicep_curl pull_up lat_pulldown dumbbell_row push_press,5,102,,0,1
1699,2022-09-30,pilates battle_ropes push_press tricep_extension tricep_dips bench_press push_up,1,111,,2,2
1700,2021-01-13,foam_rolling tai_chi medicine_ball_slam pilates bicep_curl,2,62,,0,1
1701,2022-07-26,dumbbell_row farmers_walk battle_ropes push_press,5,111,,2,2
1702,2021-05-23,pilates battle_ropes push_press tricep_extension tricep_dips bench_press push_up,2,78,,2,0
1703,2021-09-04,foam_rolling tai_chi medicine_ball_slam pilates bicep_curl,5,102,,0,0
1704,2021-08-12,swimming jump_rope elliptical jumping_jacks cycling squat_jump running high_knees,4,55,,2,1
1705,2021-05-03,crunches plank russian_twist side_plank bird_dog burpee,0,46,,2,2
1706,2021-04-21,mountain_climbers box_jumps burpee cycling squat_jump running high_knees,1,120,,0,0
1707,2022-09-11,dumbbell_row farmers_walk battle_ropes push_press,0,68,,0,1
1708,2022-10-09,deadlift superman lat_pulldown pull_up ,2,30,,0,0
1709,2022-08-26,dumbbell_fly ,3,100,,1,0
1710,2021-12-21,deadlift superman lat_pulldown pull_up ,2,80,,1,0
1711,2022-09-05,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,5,43,,1,1
1712,2022-10-09,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips jumping_jacks bird_dog,0,49,,0,0
1713,2021-10-24,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,5,108,,1,2
1714,2021-08-03,bicep_curl pull_up lat_pulldown dumbbell_row medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes,5,55,,0,0
1715,2021-12-22,pilates battle_ropes push_press tricep_extension tricep_dips bench_press push_up,5,65,,2,2
1716,2022-09-24,pull_up lat_pulldown push_up dumbbell_row push_press,1,116,,0,0
1717,2021-09-24,crunches plank russian_twist side_plank bird_dog burpee,4,59,,2,0
1718,2021-11-16,foam_rolling tai_chi medicine_ball_slam pilates bicep_curl,5,83,,2,1
1719,2021-10-08,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,2,32,,0,1
1720,2021-04-17,mountain_climbers box_jumps burpee cycling squat_jump running high_knees,3,109,,2,1
1721,2021-11-24,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,0,47,,0,1
1722,2022-01-03,medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes yoga,2,88,,1,0
1723,2022-07-22,pilates battle_ropes push_press tricep_extension tricep_dips bench_press push_up,1,61,,1,2
1724,2021-09-18,shoulder_press bench_press push_up foam_rolling medicine_ball_slam,4,72,,2,2
1725,2022-12-24,dumbbell_fly ,5,83,,2,1
1726,2022-09-28,foam_rolling tai_chi medicine_ball_slam pilates bicep_curl,4,50,,2,2
1727,2021-05-08,shoulder_press bench_press push_up foam_rolling medicine_ball_slam,2,46,,0,2
1728,2022-09-14,foam_rolling tai_chi medicine_ball_slam pilates bicep_curl,3,71,,0,0
1729,2021-05-05,deadlift superman lat_pulldown pull_up ,5,77,,1,1
1730,2022-11-01,bicep_curl pull_up lat_pulldown dumbbell_row push_press,1,104,,1,1
1731,2021-04-10,swimming jump_rope elliptical jumping_jacks cycling squat_jump running high_knees,5,90,,2,2
1732,2022-03-07,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,4,93,,1,0
1733,2022-06-27,dumbbell_fly ,2,84,,2,0
1734,2022-06-14,yoga,1,88,,0,1
1735,2021-08-24,swimming jump_rope elliptical jumping_jacks cycling squat_jump running high_knees,0,55,,0,2
1736,2021-04-03,bicep_curl pull_up lat_pulldown dumbbell_row push_press,4,30,,1,1
1737,2021-05-05,pull_up lat_pulldown push_up dumbbell_row push_press,0,115,,2,2
1738,2021-12-08,swimming jump_rope elliptical jumping_jacks cycling squat_jump running high_knees,2,31,,0,1
1739,2022-02-17,crunches plank russian_twist side_plank bird_dog burpee,5,82,,0,0
1740,2021-04-28,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,4,105,,2,2
1741,2021-07-13,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,0,30,,2,1
1742,2021-09-05,dumbbell_fly ,5,82,,1,0
1743,2022-03-28,crunches plank russian_twist side_plank bird_dog burpee,5,34,,0,1
1744,2022-12-19,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips jumping_jacks bird_dog,2,92,,1,0
1745,2022-08-17,box_jumps wall_balls lateral_lunges bulgarian_split_squat       ,3,84,,2,2
1746,2021-12-20,bicep_curl pull_up lat_pulldown dumbbell_row medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes,0,61,,1,2
1747,2021-05-02,box_jumps wall_balls lateral_lunges bulgarian_split_squat       ,3,111,,2,0
1748,2021-09-07,pilates battle_ropes push_press tricep_extension tricep_dips bench_press push_up,1,102,,0,1
1749,2022-04-10,foam_rolling tai_chi medicine_ball_slam pilates bicep_curl,3,106,,1,0
1750,2022-08-07,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips jumping_jacks bird_dog,0,69,,1,0
1751,2021-08-05,box_jumps wall_balls lateral_lunges bulgarian_split_squat kettlebell_swing squat leg_press lateral_lunges leg_extension leg_curl lunge squat_jump,5,120,,1,1
1752,2021-08-28,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips jumping_jacks bird_dog,3,87,,1,1
1753,2022-12-13,box_jumps wall_balls lateral_lunges bulgarian_split_squat tire_flips stair_climbing mountain_climbers  high_knees squat_jump burpee  rowing_machine    ,5,34,,1,2
1754,2022-10-13,medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes yoga,2,32,,0,0
1755,2022-02-18,box_jumps wall_balls lateral_lunges bulgarian_split_squat tire_flips stair_climbing mountain_climbers  high_knees squat_jump burpee  rowing_machine    ,4,61,,0,0
1756,2021-12-28,dumbbell_row farmers_walk battle_ropes push_press,2,78,,2,0
1757,2022-08-15,medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes yoga,5,38,,2,1
1758,2021-10-02,box_jumps wall_balls lateral_lunges bulgarian_split_squat tire_flips stair_climbing mountain_climbers  high_knees squat_jump burpee  rowing_machine    ,5,115,,0,1
1759,2022-09-25,bicep_curl pull_up lat_pulldown dumbbell_row push_press,0,82,,2,2
1760,2021-05-05,foam_rolling tai_chi medicine_ball_slam pilates bicep_curl,1,75,,2,1
1761,2021-04-23,box_jumps wall_balls lateral_lunges bulgarian_split_squat tire_flips stair_climbing mountain_climbers  high_knees squat_jump burpee  rowing_machine    ,4,76,,0,1
1762,2022-05-29,deadlift superman lat_pulldown pull_up ,5,82,,1,2
1763,2021-06-09,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips jumping_jacks bird_dog,1,101,,0,2
1764,2021-12-11,dumbbell_row farmers_walk battle_ropes push_press,5,39,,2,2
1765,2021-02-23,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,0,76,,0,0
1766,2021-11-04,bicep_curl pull_up lat_pulldown dumbbell_row medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes,4,106,,2,0
1767,2022-05-10,pilates battle_ropes push_press tricep_extension tricep_dips bench_press push_up,0,120,,0,1
1768,2022-05-16,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,2,67,,1,0
1769,2022-01-14,box_jumps wall_balls lateral_lunges bulgarian_split_squat tire_flips stair_climbing mountain_climbers  high_knees squat_jump burpee  rowing_machine    ,4,86,,0,2
1770,2022-04-17,dumbbell_row farmers_walk battle_ropes push_press,4,73,,0,0
1771,2021-05-13,dumbbell_fly ,4,91,,1,0
1772,2021-08-07,medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes yoga,1,111,,1,1
1773,2022-12-27,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips jumping_jacks bird_dog,5,52,,2,1
1774,2021-09-21,swimming jump_rope elliptical jumping_jacks cycling squat_jump running high_knees,1,75,,2,1
1775,2021-07-12,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips jumping_jacks bird_dog,4,106,,0,2
1776,2022-06-16,dumbbell_row farmers_walk battle_ropes push_press,0,119,,2,1
1777,2022-12-30,swimming jump_rope elliptical jumping_jacks cycling squat_jump running high_knees,4,64,,2,2
1778,2022-11-13,box_jumps wall_balls lateral_lunges bulgarian_split_squat tire_flips stair_climbing mountain_climbers  high_knees squat_jump burpee  rowing_machine    ,4,117,,1,2
1779,2021-07-01,box_jumps wall_balls lateral_lunges bulgarian_split_squat       ,4,80,,2,2
1780,2021-01-17,foam_rolling tai_chi medicine_ball_slam pilates bicep_curl,0,92,,2,0
1781,2022-04-16,pull_up lat_pulldown push_up dumbbell_row push_press,5,41,,1,1
1782,2021-02-21,bicep_curl pull_up lat_pulldown dumbbell_row push_press,0,50,,1,1
1783,2021-11-24,shoulder_press bench_press push_up foam_rolling medicine_ball_slam,4,117,,2,0
1784,2021-06-21,dumbbell_fly ,0,55,,0,1
1785,2022-01-17,swimming jump_rope elliptical jumping_jacks cycling squat_jump running high_knees,4,118,,2,0
1786,2022-01-02,foam_rolling tai_chi medicine_ball_slam pilates bicep_curl,2,113,,1,1
1787,2022-09-16,shoulder_press bench_press push_up foam_rolling medicine_ball_slam,2,67,,2,0
1788,2022-07-23,box_jumps wall_balls lateral_lunges bulgarian_split_squat       ,4,88,,2,1
1789,2021-09-17,pull_up lat_pulldown push_up dumbbell_row push_press,3,36,,2,1
1790,2022-09-08,crunches plank russian_twist side_plank bird_dog burpee,5,95,,0,0
1791,2022-03-26,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,2,88,,1,1
1792,2021-04-20,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,4,44,,2,2
1793,2021-10-23,dumbbell_fly ,5,31,,0,0
1794,2021-01-12,shoulder_press bench_press push_up foam_rolling medicine_ball_slam,5,104,,1,1
1795,2022-08-28,dumbbell_row farmers_walk battle_ropes push_press,5,70,,2,0
1796,2022-07-11,bicep_curl pull_up lat_pulldown dumbbell_row medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes,1,47,,1,0
1797,2021-08-11,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,3,75,,2,1
1798,2022-06-29,bicep_curl pull_up lat_pulldown dumbbell_row medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes,4,39,,2,2
1799,2021-10-10,foam_rolling tai_chi medicine_ball_slam pilates bicep_curl,5,46,,0,0
1800,2021-03-21,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,5,49,,0,2
1801,2021-03-25,pull_up lat_pulldown push_up dumbbell_row push_press,5,120,,1,1
1802,2022-05-23,pull_up lat_pulldown push_up dumbbell_row push_press,2,47,,2,1
1803,2021-09-30,crunches plank russian_twist side_plank bird_dog burpee,0,117,,1,1
1804,2022-01-23,deadlift superman lat_pulldown pull_up ,2,35,,1,1
1805,2021-11-17,dumbbell_row farmers_walk battle_ropes push_press,1,57,,1,2
1806,2021-10-25,shoulder_press bench_press push_up foam_rolling medicine_ball_slam,0,74,,1,0
1807,2021-05-26,bicep_curl pull_up lat_pulldown dumbbell_row medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes,0,104,,1,2
1808,2021-07-25,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips jumping_jacks bird_dog,2,88,,0,2
1809,2021-01-27,deadlift superman lat_pulldown pull_up ,1,39,,0,0
1810,2021-11-26,bicep_curl pull_up lat_pulldown dumbbell_row medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes,3,88,,0,0
1811,2022-11-05,yoga,0,90,,1,1
1812,2021-10-30,yoga,4,65,,1,2
1813,2021-09-27,foam_rolling tai_chi medicine_ball_slam pilates bicep_curl,3,48,,2,2
1814,2022-02-05,box_jumps wall_balls lateral_lunges bulgarian_split_squat       ,3,68,,0,0
1815,2021-08-29,dumbbell_fly ,2,109,,2,2
1816,2022-04-03,box_jumps wall_balls lateral_lunges bulgarian_split_squat kettlebell_swing squat leg_press lateral_lunges leg_extension leg_curl lunge squat_jump,1,87,,0,0
1817,2021-04-27,medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes yoga,1,97,,0,1
1818,2022-06-29,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips jumping_jacks bird_dog,5,77,,0,0
1819,2022-09-03,box_jumps wall_balls lateral_lunges bulgarian_split_squat kettlebell_swing squat leg_press lateral_lunges leg_extension leg_curl lunge squat_jump,1,96,,1,2
1820,2022-02-17,dumbbell_row farmers_walk battle_ropes push_press,5,87,,2,1
1821,2021-10-30,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,1,47,,0,0
1822,2021-05-24,medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes yoga,4,116,,0,1
1823,2022-07-25,mountain_climbers box_jumps burpee cycling squat_jump running high_knees,4,50,,1,2
1824,2021-02-03,pilates battle_ropes push_press tricep_extension tricep_dips bench_press push_up,5,86,,2,0
1825,2021-02-22,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,2,83,,1,1
1826,2021-06-14,box_jumps wall_balls lateral_lunges bulgarian_split_squat kettlebell_swing squat leg_press lateral_lunges leg_extension leg_curl lunge squat_jump,5,67,,0,1
1827,2021-03-30,bicep_curl pull_up lat_pulldown dumbbell_row push_press,2,87,,1,1
1828,2021-03-22,pull_up lat_pulldown push_up dumbbell_row push_press,4,50,,2,1
1829,2021-10-21,swimming jump_rope elliptical jumping_jacks cycling squat_jump running high_knees,4,72,,0,2
1830,2022-03-12,yoga,0,33,,2,1
1831,2021-12-28,box_jumps wall_balls lateral_lunges bulgarian_split_squat       ,3,63,,0,2
1832,2021-01-31,foam_rolling tai_chi medicine_ball_slam pilates bicep_curl,2,87,,2,1
1833,2022-11-02,yoga,0,49,,0,0
1834,2022-10-18,dumbbell_fly ,2,115,,0,1
1835,2021-06-14,swimming jump_rope elliptical jumping_jacks cycling squat_jump running high_knees,1,60,,2,0
1836,2021-04-12,box_jumps wall_balls lateral_lunges bulgarian_split_squat kettlebell_swing squat leg_press lateral_lunges leg_extension leg_curl lunge squat_jump,4,51,,0,2
1837,2022-11-16,medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes yoga,0,76,,2,0
1838,2021-12-10,crunches plank russian_twist side_plank bird_dog burpee,0,102,,1,0
1839,2022-08-31,box_jumps wall_balls lateral_lunges bulgarian_split_squat       ,2,57,,0,2
1840,2021-07-05,dumbbell_row farmers_walk battle_ropes push_press,4,96,,2,1
1841,2022-03-31,dumbbell_fly ,3,108,,1,0
1842,2022-02-16,bicep_curl pull_up lat_pulldown dumbbell_row push_press,1,96,,0,1
1843,2021-04-13,pull_up lat_pulldown push_up dumbbell_row push_press,5,93,,1,1
1844,2021-10-08,dumbbell_fly ,4,61,,0,1
1845,2021-08-06,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,4,95,,1,0
1846,2021-12-23,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,2,78,,2,0
1847,2022-07-06,deadlift superman lat_pulldown pull_up ,2,55,,0,1
1848,2021-04-11,box_jumps wall_balls lateral_lunges bulgarian_split_squat tire_flips stair_climbing mountain_climbers  high_knees squat_jump burpee  rowing_machine    ,5,94,,1,1
1849,2021-12-15,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,1,79,,2,0
1850,2021-01-19,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,5,44,,1,2
1851,2022-01-15,dumbbell_row farmers_walk battle_ropes push_press,3,117,,2,2
1852,2021-08-24,dumbbell_fly ,4,42,,2,0
1853,2022-08-07,deadlift superman lat_pulldown pull_up ,1,59,,0,1
1854,2022-01-27,pull_up lat_pulldown push_up dumbbell_row push_press,5,31,,1,0
1855,2021-06-07,deadlift superman lat_pulldown pull_up ,0,86,,2,0
1856,2022-09-10,bicep_curl pull_up lat_pulldown dumbbell_row push_press,5,70,,0,0
1857,2022-12-23,pilates battle_ropes push_press tricep_extension tricep_dips bench_press push_up,0,69,,0,2
1858,2022-03-19,foam_rolling tai_chi medicine_ball_slam pilates bicep_curl,2,94,,1,2
1859,2021-07-14,crunches plank russian_twist side_plank bird_dog burpee,0,110,,1,0
1860,2022-07-24,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips jumping_jacks bird_dog,4,46,,2,1
1861,2022-04-09,yoga,4,34,,1,0
1862,2022-10-01,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,1,90,,1,1
1863,2022-04-15,dumbbell_row farmers_walk battle_ropes push_press,4,56,,2,1
1864,2021-08-27,swimming jump_rope elliptical jumping_jacks cycling squat_jump running high_knees,2,67,,1,0
1865,2022-09-03,swimming jump_rope elliptical jumping_jacks cycling squat_jump running high_knees,2,50,,1,0
1866,2021-09-25,box_jumps wall_balls lateral_lunges bulgarian_split_squat       ,5,48,,2,2
1867,2021-05-14,bicep_curl pull_up lat_pulldown dumbbell_row push_press,1,79,,0,1
1868,2022-11-23,foam_rolling tai_chi medicine_ball_slam pilates bicep_curl,0,112,,2,0
1869,2021-11-13,pull_up lat_pulldown push_up dumbbell_row push_press,4,72,,1,1
1870,2021-08-07,foam_rolling tai_chi medicine_ball_slam pilates bicep_curl,0,117,,0,1
1871,2021-07-10,pull_up lat_pulldown push_up dumbbell_row push_press,5,75,,2,0
1872,2022-09-28,dumbbell_fly ,3,97,,2,1
1873,2022-10-10,crunches plank russian_twist side_plank bird_dog burpee,5,103,,1,0
1874,2021-01-14,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,0,114,,2,0
1875,2021-02-27,box_jumps wall_balls lateral_lunges bulgarian_split_squat kettlebell_swing squat leg_press lateral_lunges leg_extension leg_curl lunge squat_jump,4,68,,1,1
1876,2021-11-18,deadlift superman lat_pulldown pull_up ,5,85,,0,0
1877,2022-03-15,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,1,111,,1,2
1878,2022-07-29,deadlift superman lat_pulldown pull_up ,2,65,,0,1
1879,2022-12-21,dumbbell_fly ,0,93,,1,2
1880,2021-04-13,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,4,118,,1,1
1881,2022-09-21,box_jumps wall_balls lateral_lunges bulgarian_split_squat tire_flips stair_climbing mountain_climbers  high_knees squat_jump burpee  rowing_machine    ,1,87,,2,2
1882,2022-11-04,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,3,108,,2,1
1883,2022-02-23,pull_up lat_pulldown push_up dumbbell_row push_press,0,59,,2,1
1884,2021-01-09,deadlift superman lat_pulldown pull_up ,4,47,,0,1
1885,2021-02-15,medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes yoga,5,32,,2,2
1886,2022-09-02,mountain_climbers box_jumps burpee cycling squat_jump running high_knees,1,39,,0,1
1887,2021-12-29,medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes yoga,5,108,,0,0
1888,2022-12-07,crunches plank russian_twist side_plank bird_dog burpee,0,34,,1,0
1889,2022-01-23,foam_rolling tai_chi medicine_ball_slam pilates bicep_curl,4,50,,2,2
1890,2021-05-12,swimming jump_rope elliptical jumping_jacks cycling squat_jump running high_knees,0,70,,2,1
1891,2022-08-26,dumbbell_fly ,5,36,,2,2
1892,2021-04-23,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,1,72,,0,2
1893,2022-01-24,pilates battle_ropes push_press tricep_extension tricep_dips bench_press push_up,3,76,,2,0
1894,2022-11-15,bicep_curl pull_up lat_pulldown dumbbell_row medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes,1,87,,2,2
1895,2021-07-11,bicep_curl pull_up lat_pulldown dumbbell_row medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes,1,82,,1,1
1896,2021-06-21,pilates battle_ropes push_press tricep_extension tricep_dips bench_press push_up,4,74,,2,0
1897,2021-02-07,bicep_curl pull_up lat_pulldown dumbbell_row medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes,4,76,,1,0
1898,2022-01-05,mountain_climbers box_jumps burpee cycling squat_jump running high_knees,0,70,,1,2
1899,2022-07-09,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,5,103,,1,0
1900,2021-04-10,deadlift superman lat_pulldown pull_up ,5,43,,2,1
1901,2022-03-01,medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes yoga,4,100,,1,2
1902,2021-09-09,box_jumps wall_balls lateral_lunges bulgarian_split_squat       ,1,69,,1,1
1903,2021-06-03,box_jumps wall_balls lateral_lunges bulgarian_split_squat kettlebell_swing squat leg_press lateral_lunges leg_extension leg_curl lunge squat_jump,4,67,,1,0
1904,2021-02-21,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips jumping_jacks bird_dog,1,74,,1,2
1905,2022-11-24,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,1,111,,1,0
1906,2022-03-28,pull_up lat_pulldown push_up dumbbell_row push_press,1,41,,1,2
1907,2022-11-30,bicep_curl pull_up lat_pulldown dumbbell_row push_press,1,118,,0,0
1908,2022-12-20,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips jumping_jacks bird_dog,3,91,,0,0
1909,2022-06-06,dumbbell_row farmers_walk battle_ropes push_press,2,67,,0,2
1910,2022-01-27,dumbbell_row farmers_walk battle_ropes push_press,5,80,,1,1
1911,2021-04-04,box_jumps wall_balls lateral_lunges bulgarian_split_squat kettlebell_swing squat leg_press lateral_lunges leg_extension leg_curl lunge squat_jump,2,116,,0,1
1912,2022-12-10,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips jumping_jacks bird_dog,4,91,,2,2
1913,2022-01-03,foam_rolling tai_chi medicine_ball_slam pilates bicep_curl,3,57,,2,0
1914,2022-02-08,dumbbell_fly ,1,54,,0,1
1915,2022-07-26,box_jumps wall_balls lateral_lunges bulgarian_split_squat kettlebell_swing squat leg_press lateral_lunges leg_extension leg_curl lunge squat_jump,5,114,,2,2
1916,2021-05-27,shoulder_press bench_press push_up foam_rolling medicine_ball_slam,2,34,,0,0
1917,2021-02-26,bicep_curl pull_up lat_pulldown dumbbell_row push_press,3,102,,2,2
1918,2021-07-25,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,4,60,,2,0
1919,2022-10-17,box_jumps wall_balls lateral_lunges bulgarian_split_squat tire_flips stair_climbing mountain_climbers  high_knees squat_jump burpee  rowing_machine    ,4,97,,1,0
1920,2022-10-01,shoulder_press bench_press push_up foam_rolling medicine_ball_slam,2,111,,2,0
1921,2022-07-20,pilates battle_ropes push_press tricep_extension tricep_dips bench_press push_up,1,33,,1,1
1922,2022-01-23,bicep_curl pull_up lat_pulldown dumbbell_row medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes,3,51,,0,2
1923,2021-02-14,deadlift superman lat_pulldown pull_up ,5,90,,1,2
1924,2021-04-28,pull_up lat_pulldown push_up dumbbell_row push_press,4,71,,2,2
1925,2021-12-28,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,0,40,,0,2
1926,2022-05-30,deadlift superman lat_pulldown pull_up ,3,103,,1,2
1927,2021-07-26,deadlift superman lat_pulldown pull_up ,3,82,,1,2
1928,2021-07-19,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,5,120,,1,0
1929,2022-03-27,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,3,91,,2,1
1930,2021-04-12,medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes yoga,2,83,,2,2
1931,2022-02-01,bicep_curl pull_up lat_pulldown dumbbell_row push_press,5,80,,0,0
1932,2022-11-24,yoga,0,77,,1,2
1933,2022-11-21,crunches plank russian_twist side_plank bird_dog burpee,4,84,,1,2
1934,2021-05-08,pull_up lat_pulldown push_up dumbbell_row push_press,0,42,,2,2
1935,2021-02-28,box_jumps wall_balls lateral_lunges bulgarian_split_squat tire_flips stair_climbing mountain_climbers  high_knees squat_jump burpee  rowing_machine    ,0,83,,2,1
1936,2021-10-30,pilates battle_ropes push_press tricep_extension tricep_dips bench_press push_up,5,68,,1,1
1937,2021-04-08,medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes yoga,4,116,,2,2
